课程名称	课程时间	课程目标	课程价格	课程配额	课程链接	教师名称	教师链接
【英语能力发展班】二年级英语春季系统10班	3月6日-6月16日	适合二年级 | 全国地区通用	1650	29人报名  限报30人	https://www.yuanfudao.com/lessons/3088762.html	张诺凡 闫丹	https://www.yuanfudao.com/teachers/129089256/lesson?lessonId=3088762
【目标卓越班】初一数学寒假系统班（寒1期09:00）	1月19日-1月26日 · 早09:00-11:20	适合七年级 | 全国地区通用	99	1337人报名	https://www.yuanfudao.com/lessons/3080374.html	洪洋	https://www.yuanfudao.com/teachers/36903981/lesson?lessonId=3080374
初一数学寒假系统班（北师版·寒2期15:35）	1月30日-2月13日 · 15:35-17:55	适合七年级 | 全国地区通用	99	1200人报名	https://www.yuanfudao.com/lessons/3085234.html	朱玲玲	https://www.yuanfudao.com/teachers/60153716/lesson?lessonId=3085234
初三语文寒假系统班（寒2期18:10）	1月30日-2月12日 · 18:10-20:30	适合九年级 | 全国地区通用	499	1020人报名	https://www.yuanfudao.com/lessons/3079922.html	姜畔	https://www.yuanfudao.com/teachers/86691294/lesson?lessonId=3079922
【目标985班】高三英语寒假系统班（寒3期19:00）	2月7日-2月14日 · 19:00-21:00	适合高三 | 全国地区通用	249	205人报名  限报2000人	https://www.yuanfudao.com/lessons/3080168.html	迟芳凝	https://www.yuanfudao.com/teachers/74265582/lesson?lessonId=3080168
高一语文寒假系统班（寒2期21:30）	1月30日-2月14日 · 21:30-23:55	适合高一 | 全国地区通用	399	842人报名  每60人分小班	https://www.yuanfudao.com/lessons/3081234.html	何燕	https://www.yuanfudao.com/teachers/100387696/lesson?lessonId=3081234
五、六年级猿编程L1系统班 第9期（周四晚）	12月20日-4月18日	适合五年级 六年级 | 全国地区通用	1999	25人报名	https://www.yuanfudao.com/lessons/3083780.html	张成巍	https://www.yuanfudao.com/teachers/145862676/lesson?lessonId=3083780
初三化学寒假系统班（科粤版·寒3期15:35）	2月16日-2月23日 · 15:35-17:55	适合九年级 | 全国地区通用	499	103人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079240.html	张成	https://www.yuanfudao.com/teachers/46929809/lesson?lessonId=3079240
【目标一本班】高一化学春季系统班（课改版·周六21:10）	3月2日-6月22日 · 21:10-23:35	适合高一 | 全国地区通用	799	259人报名  每60人分小班	https://www.yuanfudao.com/lessons/3079526.html	卢吒	https://www.yuanfudao.com/teachers/56316110/lesson?lessonId=3079526
【目标985班】高二化学寒假系统班（选修5+3·寒1期13:00）	1月18日-1月25日 · 13:00-15:00	适合高二 | 全国地区通用	249	1204人报名	https://www.yuanfudao.com/lessons/3079634.html	张鹤至	https://www.yuanfudao.com/teachers/29190893/lesson?lessonId=3079634
【英语校内卓越班】四年级英语春季系统1班	3月6日-6月15日	适合四年级 | 全国地区通用	1650	27人报名  限报30人	https://www.yuanfudao.com/lessons/3080538.html	吴惠娟 高荣	https://www.yuanfudao.com/teachers/128979138/lesson?lessonId=3080538
【目标985班】高二化学寒假系统班（选修5+3·寒1期16:00）	1月18日-1月25日 · 16:00-18:00	适合高二 | 全国地区通用	249	402人报名	https://www.yuanfudao.com/lessons/3079636.html	廖耀华	https://www.yuanfudao.com/teachers/73595080/lesson?lessonId=3079636
【目标联赛】高一数学寒假自招班（寒3期09:00）	2月16日-2月23日 · 早09:00-11:00	适合高一 | 全国地区通用	399	96人报名  限报2000人	https://www.yuanfudao.com/lessons/3081192.html	黄月	https://www.yuanfudao.com/teachers/39123757/lesson?lessonId=3081192
【目标985班】高三化学春季系统班（周五21:30）	3月1日-5月31日 · 21:30-23:30	适合高三 | 全国地区通用	499	501人报名  限报2000人	https://www.yuanfudao.com/lessons/3079680.html	王毅舟	https://www.yuanfudao.com/teachers/44057723/lesson?lessonId=3079680
【目标优等班】初二物理春季系统班（周五18:00）	3月1日-6月21日 · 18:00-20:30	适合八年级 | 全国地区通用	999	298人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079752.html	吴去非	https://www.yuanfudao.com/teachers/35268287/lesson?lessonId=3079752
【英语能力强化班】一年级英语寒假系统38班	1月26日-2月2日	适合一年级 | 全国地区通用	700	21人报名	https://www.yuanfudao.com/lessons/3099620.html	邢宇琪 朱引	https://www.yuanfudao.com/teachers/121825876/lesson?lessonId=3099620
【英语能力发展班】三年级英语春季系统2班	3月7日-6月15日	适合三年级 | 全国地区通用	1650	21人报名  限报30人	https://www.yuanfudao.com/lessons/3080778.html	杨雅竹 朱双丽	https://www.yuanfudao.com/teachers/154272098/lesson?lessonId=3080778
【目标卓越班】初三数学寒假系统班（寒1期18:10）	1月19日-1月26日 · 18:10-20:30	适合九年级 | 全国地区通用	499	230人报名	https://www.yuanfudao.com/lessons/3080772.html	荣伟伟	https://www.yuanfudao.com/teachers/31830739/lesson?lessonId=3080772
初三道德与法治寒假系统班（寒1期18:10）	1月19日-1月26日 · 18:10-20:30	适合九年级 | 全国地区通用	499	216人报名	https://www.yuanfudao.com/lessons/3079678.html	张博文	https://www.yuanfudao.com/teachers/57815216/lesson?lessonId=3079678
【目标985班】高一化学寒假系统班（课改版·寒1期16:00）	1月19日-1月26日 · 16:00-18:25	适合高一 | 全国地区通用	399	102人报名	https://www.yuanfudao.com/lessons/3079494.html	刘宇	https://www.yuanfudao.com/teachers/2384441/lesson?lessonId=3079494
高二理科数学春季系统班（周日09:00）	3月3日-6月16日 · 早09:00-11:00	适合高二 | 全国地区通用	499	190人报名  限报2000人	https://www.yuanfudao.com/lessons/3080400.html	梁悦	https://www.yuanfudao.com/teachers/76667252/lesson?lessonId=3080400
【目标一本班】高二英语寒假系统班（寒2期09:00）	1月27日-2月3日 · 早09:00-11:00	适合高二 | 全国地区通用	249	576人报名  限报2000人	https://www.yuanfudao.com/lessons/3080132.html	升羽	https://www.yuanfudao.com/teachers/66752146/lesson?lessonId=3080132
高三地理春季系统班（周六14:00）	3月2日-6月1日 · 14:00-16:00	适合高三 | 全国地区通用	499	46人报名  限报2000人	https://www.yuanfudao.com/lessons/3079768.html	郎朗	https://www.yuanfudao.com/teachers/133061954/lesson?lessonId=3079768
【目标985班】高三化学春季系统班（周日21:30）	3月3日-6月2日 · 21:30-23:30	适合高三 | 全国地区通用	499	1140人报名  限报2000人	https://www.yuanfudao.com/lessons/3079694.html	张鹤至	https://www.yuanfudao.com/teachers/29190893/lesson?lessonId=3079694
【目标985班】高三理科数学春季系统班（周日13:00）	3月3日-6月2日 · 13:00-15:00	适合高三 | 全国地区通用	499	840人报名  限报2000人	https://www.yuanfudao.com/lessons/3080954.html	王伟	https://www.yuanfudao.com/teachers/40917253/lesson?lessonId=3080954
【英语能力发展班】五年级英语寒假系统2班	1月26日-2月2日	适合五年级 | 全国地区通用	700	31人报名	https://www.yuanfudao.com/lessons/3081368.html	李政 孔辰	https://www.yuanfudao.com/teachers/116309724/lesson?lessonId=3081368
高二语文寒假系统班（寒2期19:00）	1月27日-2月3日 · 19:00-21:00	适合高二 | 全国地区通用	249	1670人报名  限报2000人	https://www.yuanfudao.com/lessons/3081260.html	王伟	https://www.yuanfudao.com/teachers/57672584/lesson?lessonId=3081260
【英语能力发展班】三年级英语春季系统3班	3月5日-6月15日	适合三年级 | 全国地区通用	1650	29人报名  限报30人	https://www.yuanfudao.com/lessons/3081926.html	张丽丽 姜晓滕	https://www.yuanfudao.com/teachers/129076440/lesson?lessonId=3081926
【英语能力强化班】二年级英语春季系统1班	3月5日-6月15日	适合二年级 | 全国地区通用	1650	19人报名  限报30人	https://www.yuanfudao.com/lessons/3081156.html	贾怡娟 王瑜	https://www.yuanfudao.com/teachers/126176904/lesson?lessonId=3081156
【目标卓越班】初二物理春季系统班（周六18:00）	3月2日-6月22日 · 18:00-20:30	适合八年级 | 全国地区通用	999	546人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079594.html	柳士亚	https://www.yuanfudao.com/teachers/21654691/lesson?lessonId=3079594
【目标985班】高一英语寒假系统班（寒3期13:00）	2月16日-2月23日 · 13:00-15:25	适合高一 | 全国地区通用	399	456人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080186.html	斯琴	https://www.yuanfudao.com/teachers/14501569/lesson?lessonId=3080186
高三语文春季系统班（周日21:30）	3月3日-6月2日 · 21:30-23:30	适合高三 | 全国地区通用	499	9人报名  限报2000人	https://www.yuanfudao.com/lessons/3081360.html	胡亚静	https://www.yuanfudao.com/teachers/75835166/lesson?lessonId=3081360
【目标985班】高二英语春季系统班（周日21:30）	3月3日-6月16日 · 21:30-23:30	适合高二 | 全国地区通用	499	100人报名  限报2000人	https://www.yuanfudao.com/lessons/3081228.html	姜皓晨	https://www.yuanfudao.com/teachers/127007476/lesson?lessonId=3081228
【英语能力发展班】二年级寒假英语系统26班	1月26日-2月2日	适合二年级 | 全国地区通用	700	30人报名	https://www.yuanfudao.com/lessons/3093852.html	黄倩 方媛媛	https://www.yuanfudao.com/teachers/172304560/lesson?lessonId=3093852
高一语文寒假系统班（寒3期19:00）	2月16日-2月23日 · 19:00-21:25	适合高一 | 全国地区通用	399	166人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080222.html	刘薇	https://www.yuanfudao.com/teachers/84707930/lesson?lessonId=3080222
【目标优等班】初二英语春季系统班（周六18:00）	3月2日-6月22日 · 18:00-20:30	适合八年级 | 全国地区通用	999	616人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079468.html	闵佳琳	https://www.yuanfudao.com/teachers/48581779/lesson?lessonId=3079468
【英语校内卓越班】四年级英语春季系统2班	3月6日-6月15日	适合四年级 | 全国地区通用	1650	13人报名  限报30人	https://www.yuanfudao.com/lessons/3083832.html	邢宇琪 晏紫薇	https://www.yuanfudao.com/teachers/121825876/lesson?lessonId=3083832
【寒假重点突破】电化学基础突破	高三 · 1月22日-1月30日 · 55分钟/次 · 3次课	适合高三 | 全国地区通用	15	308人报名	https://www.yuanfudao.com/lessons/3100154.html	闫晶	https://www.yuanfudao.com/teachers/29917083/lesson?lessonId=3100154
四年级猿编程L1系统班 第7期（周六晚）	11月10日-3月16日	适合四年级 | 全国地区通用	1999	7人报名	https://www.yuanfudao.com/lessons/3080552.html	单建昌	https://www.yuanfudao.com/teachers/81605852/lesson?lessonId=3080552
【目标一本班】高三英语寒假系统班（寒2期16:00）	1月27日-2月3日 · 16:00-18:00	适合高三 | 全国地区通用	249	1530人报名  限报2000人	https://www.yuanfudao.com/lessons/3080172.html	寇静涵	https://www.yuanfudao.com/teachers/74639112/lesson?lessonId=3080172
【英语校内卓越班】五年级英语春季系统10班	3月6日-6月15日	适合五年级 | 全国地区通用	1650	30人报名	https://www.yuanfudao.com/lessons/3085628.html	吴霜 韩紫妍	https://www.yuanfudao.com/teachers/134659076/lesson?lessonId=3085628
【目标985班】高一物理寒假系统班（课改版·寒3期19:00）	2月16日-2月23日 · 19:00-21:25	适合高一 | 全国地区通用	399	596人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080000.html	梁冰	https://www.yuanfudao.com/teachers/56696200/lesson?lessonId=3080000
【目标985班】高三英语寒假系统班（寒1期19:00）	1月18日-1月25日 · 19:00-21:00	适合高三 | 全国地区通用	249	693人报名	https://www.yuanfudao.com/lessons/3080154.html	靳婧	https://www.yuanfudao.com/teachers/50827463/lesson?lessonId=3080154
【目标一本班】高三化学寒假系统班（寒3期19:00）	2月7日-2月14日 · 19:00-21:00	适合高三 | 全国地区通用	249	474人报名  限报2000人	https://www.yuanfudao.com/lessons/3079674.html	闫晶	https://www.yuanfudao.com/teachers/29917083/lesson?lessonId=3079674
【目标985班】高三理科数学春季系统班（周六21:30）	3月2日-6月1日 · 21:30-23:30	适合高三 | 全国地区通用	499	345人报名  限报2000人	https://www.yuanfudao.com/lessons/3080946.html	安男男	https://www.yuanfudao.com/teachers/37672891/lesson?lessonId=3080946
【目标985班】高三生物春季系统班（周日13:00）	3月3日-6月2日 · 13:00-15:00	适合高三 | 全国地区通用	499	522人报名  限报2000人	https://www.yuanfudao.com/lessons/3079860.html	李安德	https://www.yuanfudao.com/teachers/50170093/lesson?lessonId=3079860
初一语文春季系统班（周六14:00）	3月2日-6月22日 · 14:00-16:30	适合七年级 | 全国地区通用	999	631人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079124.html	林立	https://www.yuanfudao.com/teachers/99385060/lesson?lessonId=3079124
【英语能力发展班】三年级英语寒假系统2班	2月19日-2月26日	适合三年级 | 全国地区通用	700	19人报名  限报30人	https://www.yuanfudao.com/lessons/3081410.html	杨雅竹 朱双丽	https://www.yuanfudao.com/teachers/154272098/lesson?lessonId=3081410
四年级猿编程L1系统班 第12期（周日晚）	4月28日-7月28日	适合四年级 | 全国地区通用	1999	已报满或无信息	https://www.yuanfudao.com/lessons/3080598.html	待分配	https://www.yuanfudao.com/teachers/31739879/lesson?lessonId=3080598
四年级猿编程L2系统班 第10期（周日下午）	6月2日-12月1日	适合四年级 | 全国地区通用	4099	3人报名	https://www.yuanfudao.com/lessons/3088742.html	待分配	https://www.yuanfudao.com/teachers/115519392/lesson?lessonId=3088742
【目标985班】高一英语寒假系统班（寒3期19:00）	2月16日-2月23日 · 19:00-21:25	适合高一 | 全国地区通用	399	467人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080190.html	崔妍	https://www.yuanfudao.com/teachers/111857828/lesson?lessonId=3080190
【目标卓越班】初二英语寒假系统班（寒2期15:35）	1月30日-2月13日 · 15:35-17:55	适合八年级 | 全国地区通用	499	564人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079392.html	闵佳琳	https://www.yuanfudao.com/teachers/48581779/lesson?lessonId=3079392
【目标一本班】高二化学春季系统班（选修4·周五21:30）	3月1日-6月14日 · 21:30-23:30	适合高二 | 全国地区通用	499	49人报名  限报2000人	https://www.yuanfudao.com/lessons/3079720.html	张成	https://www.yuanfudao.com/teachers/46929809/lesson?lessonId=3079720
高二政治寒假系统班（寒3期19:00）	2月10日-2月17日 · 19:00-21:00	适合高二 | 全国地区通用	249	272人报名  限报2000人	https://www.yuanfudao.com/lessons/3079578.html	张博文	https://www.yuanfudao.com/teachers/57815216/lesson?lessonId=3079578
【目标985班】高三生物寒假系统班（寒3期·21:30）	2月7日-2月14日 · 21:30-23:30	适合高三 | 全国地区通用	249	141人报名  限报2000人	https://www.yuanfudao.com/lessons/3079466.html	李秀楠	https://www.yuanfudao.com/teachers/49091395/lesson?lessonId=3079466
【目标卓越班】初一数学春季系统班（周六14:00）	3月2日-6月22日 · 14:00-16:30	适合七年级 | 全国地区通用	999	9人报名  每30人分小班	https://www.yuanfudao.com/lessons/3081316.html	赵芷宁	https://www.yuanfudao.com/teachers/171987546/lesson?lessonId=3081316
【英语能力强化班】一年级英语寒假系统30班	1月26日-2月2日	适合一年级 | 全国地区通用	700	30人报名	https://www.yuanfudao.com/lessons/3093782.html	邢宇琪 朱引	https://www.yuanfudao.com/teachers/121825876/lesson?lessonId=3093782
【英语校内卓越班】六年级英语寒假系统3班	1月26日-2月2日	适合六年级 | 全国地区通用	700	31人报名	https://www.yuanfudao.com/lessons/3084182.html	肖悦涵 胡凌	https://www.yuanfudao.com/teachers/157363972/lesson?lessonId=3084182
【目标985班】高三生物寒假系统班（寒2期·19:00）	1月27日-2月3日 · 19:00-21:00	适合高三 | 全国地区通用	249	2000人报名	https://www.yuanfudao.com/lessons/3079462.html	路菲	https://www.yuanfudao.com/teachers/71833786/lesson?lessonId=3079462
【目标985班】高三生物春季系统班（周日09:00）	3月3日-6月2日 · 早09:00-11:00	适合高三 | 全国地区通用	499	580人报名  限报2000人	https://www.yuanfudao.com/lessons/3079858.html	张鹏	https://www.yuanfudao.com/teachers/69819438/lesson?lessonId=3079858
高三地理寒假系统班（寒1期19:00）	1月18日-1月25日 · 19:00-21:00	适合高三 | 全国地区通用	249	1932人报名	https://www.yuanfudao.com/lessons/3079556.html	温卿	https://www.yuanfudao.com/teachers/58419052/lesson?lessonId=3079556
【目标985班】高一化学春季系统班（课改版·周六18:30）	3月2日-6月22日 · 18:30-20:55	适合高一 | 全国地区通用	799	684人报名  每60人分小班	https://www.yuanfudao.com/lessons/3079518.html	卢吒	https://www.yuanfudao.com/teachers/56316110/lesson?lessonId=3079518
【英语校内卓越班】五年级英语寒假系统3班	1月26日-2月2日	适合五年级 | 全国地区通用	700	34人报名	https://www.yuanfudao.com/lessons/3081092.html	熊婉莉 叶星星	https://www.yuanfudao.com/teachers/131689176/lesson?lessonId=3081092
【目标卓越班】初二英语寒假系统班（寒3期13:00）	2月16日-2月23日 · 13:00-15:20	适合八年级 | 全国地区通用	499	171人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079394.html	鲁斯佳	https://www.yuanfudao.com/teachers/48452709/lesson?lessonId=3079394
【目标卓越班】初三物理寒假系统班（寒2期09:00）	1月30日-2月13日 · 早09:00-11:25	适合九年级 | 全国地区通用	499	1020人报名	https://www.yuanfudao.com/lessons/3079176.html	马丽媛	https://www.yuanfudao.com/teachers/15586239/lesson?lessonId=3079176
【目标省一】高一数学寒假联赛班（寒1期21:30）	1月19日-1月26日 · 21:30-23:30	适合高一 | 全国地区通用	399	188人报名	https://www.yuanfudao.com/lessons/3081216.html	关海山	https://www.yuanfudao.com/teachers/137465894/lesson?lessonId=3081216
【目标985班】高一英语春季系统班（周六09:00）	3月2日-6月22日 · 早09:00-11:25	适合高一 | 全国地区通用	799	250人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080228.html	崔妍	https://www.yuanfudao.com/teachers/111857828/lesson?lessonId=3080228
【目标985班】高三化学寒假系统班（寒3期16:00）	2月7日-2月14日 · 16:00-18:00	适合高三 | 全国地区通用	249	34人报名  限报2000人	https://www.yuanfudao.com/lessons/3085862.html	冷道年	https://www.yuanfudao.com/teachers/162690364/lesson?lessonId=3085862
【目标985班】高三生物春季系统班（周六21:30）	3月2日-6月1日 · 21:30-23:00	适合高三 | 全国地区通用	499	953人报名  限报2000人	https://www.yuanfudao.com/lessons/3079856.html	路菲	https://www.yuanfudao.com/teachers/71833786/lesson?lessonId=3079856
高二语文春季系统班（周日09:00）	3月3日-6月16日 · 早09:00-11:00	适合高二 | 全国地区通用	499	136人报名  限报2000人	https://www.yuanfudao.com/lessons/3081338.html	王伟	https://www.yuanfudao.com/teachers/57672584/lesson?lessonId=3081338
【目标985班】高三理科数学春季系统班（周六19:00）	3月2日-6月1日 · 19:00-21:00	适合高三 | 全国地区通用	499	88人报名  限报2000人	https://www.yuanfudao.com/lessons/3080942.html	李欣	https://www.yuanfudao.com/teachers/66997972/lesson?lessonId=3080942
高二语文寒假系统班（寒1期13:00）	1月18日-1月25日 · 13:00-15:00	适合高二 | 全国地区通用	249	627人报名	https://www.yuanfudao.com/lessons/3080312.html	王伟	https://www.yuanfudao.com/teachers/57672584/lesson?lessonId=3080312
【目标985班】高一数学寒假系统班（课改版·寒1期09:00）	1月19日-1月26日 · 早09:00-11:25	适合高一 | 全国地区通用	399	384人报名	https://www.yuanfudao.com/lessons/3079950.html	程磊	https://www.yuanfudao.com/teachers/50736413/lesson?lessonId=3079950
【英语能力强化班】二年级英语春季系统9班	3月7日-6月15日	适合二年级 | 全国地区通用	1650	20人报名  限报35人	https://www.yuanfudao.com/lessons/3081658.html	侯越 黄玲玲	https://www.yuanfudao.com/teachers/107869758/lesson?lessonId=3081658
【热点作文】从《国家宝藏》中学写议论文（第2期）	高三 · 1月15日-1月21日 · 55分钟/次 · 3次课	适合高三 | 全国地区通用	15	478人报名	https://www.yuanfudao.com/lessons/3097496.html	胡亚静	https://www.yuanfudao.com/teachers/75835166/lesson?lessonId=3097496
【目标985班】高三物理寒假系统班（寒3期21:30）	2月7日-2月14日 · 21:30-23:30	适合高三 | 全国地区通用	249	1085人报名  限报2000人	https://www.yuanfudao.com/lessons/3079118.html	王远	https://www.yuanfudao.com/teachers/60897660/lesson?lessonId=3079118
高二历史寒假系统班（寒1期19:00）	1月18日-1月25日 · 19:00-21:00	适合高二 | 全国地区通用	249	564人报名	https://www.yuanfudao.com/lessons/3079788.html	唐浩	https://www.yuanfudao.com/teachers/119822784/lesson?lessonId=3079788
【英语能力起航班】三年级英语春季系统3班	3月6日-6月15日	适合三年级 | 全国地区通用	1650	30人报名	https://www.yuanfudao.com/lessons/3080502.html	张丽丽 余佳乐	https://www.yuanfudao.com/teachers/129076440/lesson?lessonId=3080502
【目标985班】高三化学春季系统班（周六19:00）	3月2日-6月1日 · 19:00-21:00	适合高三 | 全国地区通用	499	324人报名  限报2000人	https://www.yuanfudao.com/lessons/3079684.html	闫晶	https://www.yuanfudao.com/teachers/29917083/lesson?lessonId=3079684
【目标卓越班】初一数学春季系统班（周六09:00）	3月2日-6月22日 · 早09:00-11:30	适合七年级 | 全国地区通用	999	13人报名  每30人分小班	https://www.yuanfudao.com/lessons/3095382.html	贺琦	https://www.yuanfudao.com/teachers/156871122/lesson?lessonId=3095382
四、五、六年级猿编程入门班第17期	2月27日-3月14日	适合四年级 五年级 六年级 | 全国地区通用	199	6人报名	https://www.yuanfudao.com/lessons/3101786.html	孙莹莹	https://www.yuanfudao.com/teachers/121632742/lesson?lessonId=3101786
【英语校内卓越班】五年级英语寒假系统8班	1月26日-2月2日	适合五年级 | 全国地区通用	700	30人报名	https://www.yuanfudao.com/lessons/3083390.html	熊婉莉 尚茜	https://www.yuanfudao.com/teachers/131689176/lesson?lessonId=3083390
【英语能力起航班】五年级英语春季系统8班	3月6日-6月16日	适合五年级 | 全国地区通用	1650	35人报名	https://www.yuanfudao.com/lessons/3081982.html	文晓双 冯珊	https://www.yuanfudao.com/teachers/107775120/lesson?lessonId=3081982
高一语文春季系统班（周日13:00）	3月3日-6月23日 · 13:00-15:25	适合高一 | 全国地区通用	799	67人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080316.html	刘薇	https://www.yuanfudao.com/teachers/84707930/lesson?lessonId=3080316
【目标一本班】高三化学春季系统班（周六14:00）	3月2日-6月1日 · 14:00-16:00	适合高三 | 全国地区通用	499	534人报名  限报2000人	https://www.yuanfudao.com/lessons/3079698.html	闫晶	https://www.yuanfudao.com/teachers/29917083/lesson?lessonId=3079698
四年级猿编程L2系统班 第7期（周日下午）	3月31日-10月20日	适合四年级 | 全国地区通用	4099	7人报名	https://www.yuanfudao.com/lessons/3080562.html	待分配	https://www.yuanfudao.com/teachers/88310372/lesson?lessonId=3080562
【目标985班】高三英语春季系统班（周六21:30）	3月2日-6月1日 · 21:30-23:30	适合高三 | 全国地区通用	499	54人报名  限报2000人	https://www.yuanfudao.com/lessons/3080286.html	洛镔	https://www.yuanfudao.com/teachers/55912700/lesson?lessonId=3080286
【目标一本班】高二物理春季系统班（周日09:00）	3月3日-6月16日 · 早09:00-11:00	适合高二 | 全国地区通用	499	146人报名  限报2000人	https://www.yuanfudao.com/lessons/3079148.html	刘景森	https://www.yuanfudao.com/teachers/27566727/lesson?lessonId=3079148
五、六年级猿编程L1系统班 第10期（周六下午）	2月16日-5月18日	适合五年级 六年级 | 全国地区通用	1999	14人报名	https://www.yuanfudao.com/lessons/3088726.html	崔丹阳	https://www.yuanfudao.com/teachers/147590008/lesson?lessonId=3088726
【猿书房】从《人间词话》学诗词赏析（上）	高三 · 1月15日-2月7日 · 55分钟/次 · 4次课	适合高三 | 全国地区通用	12	758人报名	https://www.yuanfudao.com/lessons/3095378.html	刘薇 赵占坤	https://www.yuanfudao.com/teachers/84707930/lesson?lessonId=3095378
【目标985班】高二英语春季系统班（周日09:00）	3月3日-6月16日 · 早09:00-11:00	适合高二 | 全国地区通用	499	588人报名  限报2000人	https://www.yuanfudao.com/lessons/3080256.html	罗杰	https://www.yuanfudao.com/teachers/57891538/lesson?lessonId=3080256
【真题速递】2019文综模拟套卷精讲	高三 · 2月14日-3月7日 · 55分钟/次 · 4次课	适合高三 | 全国地区通用	20	190人报名	https://www.yuanfudao.com/lessons/3098240.html	刘佳彬	https://www.yuanfudao.com/teachers/61535188/lesson?lessonId=3098240
【目标985班】高一数学寒假系统班（课改版·寒1期16:00）	1月19日-1月26日 · 16:00-18:25	适合高一 | 全国地区通用	399	618人报名	https://www.yuanfudao.com/lessons/3079956.html	梁悦	https://www.yuanfudao.com/teachers/76667252/lesson?lessonId=3079956
【英语能力发展班】三年级英语春季系统8班	3月5日-6月16日	适合三年级 | 全国地区通用	1650	15人报名  限报30人	https://www.yuanfudao.com/lessons/3092550.html	张丽丽 张姣姣	https://www.yuanfudao.com/teachers/129076440/lesson?lessonId=3092550
初一语文寒假系统班（寒1期09:00）	1月19日-1月26日 · 早09:00-11:20	适合七年级 | 全国地区通用	99	1325人报名	https://www.yuanfudao.com/lessons/3079420.html	田颖	https://www.yuanfudao.com/teachers/87005480/lesson?lessonId=3079420
五、六年级猿编程L2系统班 第10期（周日晚）	6月2日-12月1日	适合五年级 六年级 | 全国地区通用	4099	14人报名	https://www.yuanfudao.com/lessons/3088774.html	待分配	https://www.yuanfudao.com/teachers/108839892/lesson?lessonId=3088774
【目标优等班】初三英语春季系统班（周六18:00）	3月2日-6月8日 · 18:00-20:30	适合九年级 | 全国地区通用	999	535人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079482.html	周园	https://www.yuanfudao.com/teachers/51702800/lesson?lessonId=3079482
【目标卓越班】初二英语春季系统班（周日09:00）	3月3日-6月23日 · 早9:00-11:20	适合八年级 | 全国地区通用	999	280人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079454.html	闵佳琳	https://www.yuanfudao.com/teachers/48581779/lesson?lessonId=3079454
【英语能力发展班】二年级寒假英语系统29班	1月26日-2月2日	适合二年级 | 全国地区通用	700	31人报名	https://www.yuanfudao.com/lessons/3093858.html	谢光菊E… 方媛媛	https://www.yuanfudao.com/teachers/169788748/lesson?lessonId=3093858
高三地理春季系统班（周日09:00）	3月3日-6月2日 · 早09:00-11:00	适合高三 | 全国地区通用	499	263人报名  限报2000人	https://www.yuanfudao.com/lessons/3079772.html	郎朗	https://www.yuanfudao.com/teachers/133061954/lesson?lessonId=3079772
【目标一本班】高三英语春季系统班（周六19:00）	3月2日-6月1日 · 19:00-21:00	适合高三 | 全国地区通用	499	540人报名  限报2000人	https://www.yuanfudao.com/lessons/3080266.html	寇静涵	https://www.yuanfudao.com/teachers/74639112/lesson?lessonId=3080266
【目标985班】高一物理寒假系统班（非课改版·寒1期09:00）	1月19日-1月26日 · 早09:00-11:25	适合高一 | 全国地区通用	399	481人报名	https://www.yuanfudao.com/lessons/3079966.html	苗锟	https://www.yuanfudao.com/teachers/2343403/lesson?lessonId=3079966
【目标985班】高一英语春季系统班（周六21:10）	3月2日-6月22日 · 21:10-23:35	适合高一 | 全国地区通用	799	837人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080234.html	斯琴	https://www.yuanfudao.com/teachers/14501569/lesson?lessonId=3080234
高二文科数学春季系统班（周五21:30）	3月1日-6月14日 · 21:30-23:30	适合高二 | 全国地区通用	499	1364人报名  限报2000人	https://www.yuanfudao.com/lessons/3080372.html	黄冠	https://www.yuanfudao.com/teachers/85713916/lesson?lessonId=3080372
【英语能力发展班】三年级英语寒假系统1班	1月26日-2月2日	适合三年级 | 全国地区通用	700	31人报名	https://www.yuanfudao.com/lessons/3081072.html	张丽丽 张宝娟	https://www.yuanfudao.com/teachers/129076440/lesson?lessonId=3081072
五、六年级猿编程L2系统班 第7期（周五晚）	3月29日-10月18日	适合五年级 六年级 | 全国地区通用	4099	37人报名	https://www.yuanfudao.com/lessons/3080558.html	待分配	https://www.yuanfudao.com/teachers/88310372/lesson?lessonId=3080558
【目标卓越班】初一数学寒假系统班（寒2期09:00）	1月30日-2月13日 · 早09:00-11:20	适合七年级 | 全国地区通用	99	1120人报名	https://www.yuanfudao.com/lessons/3080786.html	朱玲玲	https://www.yuanfudao.com/teachers/60153716/lesson?lessonId=3080786
