课程名称	课程时间	课程目标	课程价格	课程配额	课程链接	教师名称	教师链接
高三历史春季系统班（周日21:30）	3月3日-6月2日 · 21:30-23:30	适合高三 | 全国地区通用	499	652人报名  限报2000人	https://www.yuanfudao.com/lessons/3079808.html	李美伊	https://www.yuanfudao.com/teachers/9108507/lesson?lessonId=3079808
【英语能力起航班】三年级英语春季系统22班	3月7日-6月16日	适合三年级 | 全国地区通用	1650	29人报名  限报30人	https://www.yuanfudao.com/lessons/3091650.html	郭盼 阳英	https://www.yuanfudao.com/teachers/125429792/lesson?lessonId=3091650
高三语文春季系统班（周日13:00）	3月3日-6月2日 · 13:00-15:00	适合高三 | 全国地区通用	499	155人报名  限报2000人	https://www.yuanfudao.com/lessons/3081358.html	何燕	https://www.yuanfudao.com/teachers/100387696/lesson?lessonId=3081358
【目标卓越班】初二英语寒假系统班（寒1期15:35）	1月19日-1月26日 · 15:35-17:55	适合八年级 | 全国地区通用	499	421人报名	https://www.yuanfudao.com/lessons/3079386.html	鲁斯佳	https://www.yuanfudao.com/teachers/48452709/lesson?lessonId=3079386
【目标985班】高三英语春季系统班（周日19:00）	3月3日-6月2日 · 19:00-21:00	适合高三 | 全国地区通用	499	121人报名  限报2000人	https://www.yuanfudao.com/lessons/3080292.html	靳婧	https://www.yuanfudao.com/teachers/50827463/lesson?lessonId=3080292
四年级猿编程L2系统班 第9期（周日晚）	5月12日-11月17日	适合四年级 | 全国地区通用	4099	17人报名	https://www.yuanfudao.com/lessons/3083794.html	待分配	https://www.yuanfudao.com/teachers/90173878/lesson?lessonId=3083794
高一历史寒假系统班（寒3期19:00）	2月16日-2月23日 · 19:00-21:25	适合高一 | 全国地区通用	399	285人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080198.html	和妍	https://www.yuanfudao.com/teachers/146070236/lesson?lessonId=3080198
高二理科数学春季系统班（周六21:30）	3月2日-6月15日 · 21:30-23:30	适合高二 | 全国地区通用	499	115人报名  限报2000人	https://www.yuanfudao.com/lessons/3080392.html	胡杰	https://www.yuanfudao.com/teachers/5520747/lesson?lessonId=3080392
【目标985班】高三物理寒假系统班（寒3期19:00）	2月7日-2月14日 · 19:00-21:00	适合高三 | 全国地区通用	249	637人报名  限报2000人	https://www.yuanfudao.com/lessons/3079112.html	郑少龙	https://www.yuanfudao.com/teachers/35702341/lesson?lessonId=3079112
四年级猿编程L1系统班 第10期（周六晚）	2月16日-5月18日	适合四年级 | 全国地区通用	1999	6人报名	https://www.yuanfudao.com/lessons/3088720.html	崔丹阳	https://www.yuanfudao.com/teachers/147590008/lesson?lessonId=3088720
【目标985班】高二化学春季系统班（选修5+3·周日21:30）	3月3日-6月16日 · 21:30-23:30	适合高二 | 全国地区通用	499	196人报名  限报2000人	https://www.yuanfudao.com/lessons/3079712.html	李霄君	https://www.yuanfudao.com/teachers/16613387/lesson?lessonId=3079712
高一历史春季系统班（周五21:00）	3月1日-6月21日 · 21:00-23:25	适合高一 | 全国地区通用	799	156人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080702.html	和妍	https://www.yuanfudao.com/teachers/146070236/lesson?lessonId=3080702
【目标卓越班】初三物理寒假系统班（寒1期15:35）	1月19日-1月26日 · 15:35-17:55	适合九年级 | 全国地区通用	499	745人报名	https://www.yuanfudao.com/lessons/3079172.html	马丽媛	https://www.yuanfudao.com/teachers/15586239/lesson?lessonId=3079172
【目标985班】高一物理春季系统班（周日09:00）	3月3日-6月23日 · 早09:00-11:25	适合高一 | 全国地区通用	799	729人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080070.html	崔姗姗	https://www.yuanfudao.com/teachers/38171857/lesson?lessonId=3080070
【实验班】初一数学寒假系统班（寒2期18:10）	1月30日-2月13日 · 18:10-20:30	适合七年级 | 全国地区通用	99	581人报名	https://www.yuanfudao.com/lessons/3085236.html	荣伟伟	https://www.yuanfudao.com/teachers/31830739/lesson?lessonId=3085236
【目标一本班】高二英语春季系统班（周六14:00）	3月2日-6月15日 · 14:00-16:00	适合高二 | 全国地区通用	499	137人报名  限报2000人	https://www.yuanfudao.com/lessons/3080260.html	升羽	https://www.yuanfudao.com/teachers/66752146/lesson?lessonId=3080260
高三政治寒假系统班（寒2期21:30）	1月27日-2月3日 · 21:30-23:30	适合高三 | 全国地区通用	249	1659人报名  限报2000人	https://www.yuanfudao.com/lessons/3079744.html	刘佳彬	https://www.yuanfudao.com/teachers/61535188/lesson?lessonId=3079744
【真题速递】历年真题套卷精讲	高三 · 2月11日-2月15日 · 55分钟/次 · 5次课	适合高三 | 全国地区通用	25	148人报名	https://www.yuanfudao.com/lessons/3099656.html	路菲	https://www.yuanfudao.com/teachers/71833786/lesson?lessonId=3099656
初二数学春季系统班（北师版·周五18:00）	3月1日-6月21日 · 18:00-20:30	适合八年级 | 全国地区通用	999	77人报名  每30人分小班	https://www.yuanfudao.com/lessons/3081426.html	朱玲玲	https://www.yuanfudao.com/teachers/60153716/lesson?lessonId=3081426
高一语文寒假系统班（寒3期16:00）	2月16日-2月23日 · 16:00-18:25	适合高一 | 全国地区通用	399	358人报名  每60人分小班	https://www.yuanfudao.com/lessons/3081442.html	何燕	https://www.yuanfudao.com/teachers/100387696/lesson?lessonId=3081442
【目标卓越班】初一数学寒假系统班（寒1期09:00）	1月19日-1月26日 · 早09:00-11:20	适合七年级 | 全国地区通用	99	1054人报名	https://www.yuanfudao.com/lessons/3080382.html	宿媛臻	https://www.yuanfudao.com/teachers/58666874/lesson?lessonId=3080382
【目标卓越班】初三物理春季系统班（周日14:00）	3月3日-6月9日 · 14:00-16:25	适合九年级 | 全国地区通用	999	290人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079308.html	柳士亚	https://www.yuanfudao.com/teachers/21654691/lesson?lessonId=3079308
【目标985班】高三化学寒假系统班（寒2期21:30）	1月27日-2月3日 · 21:30-23:30	适合高三 | 全国地区通用	249	1106人报名  限报2000人	https://www.yuanfudao.com/lessons/3079666.html	王毅舟	https://www.yuanfudao.com/teachers/44057723/lesson?lessonId=3079666
【目标卓越班】初三物理寒假系统班（寒2期13:00）	1月30日-2月13日 · 13:00-15:25	适合九年级 | 全国地区通用	499	750人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079178.html	吴去非	https://www.yuanfudao.com/teachers/35268287/lesson?lessonId=3079178
【目标985班】高一英语寒假系统班（寒1期21:30）	1月19日-1月27日 · 21:30-23:55	适合高一 | 全国地区通用	399	239人报名	https://www.yuanfudao.com/lessons/3080182.html	张莹逸	https://www.yuanfudao.com/teachers/82038712/lesson?lessonId=3080182
【目标卓越班】初一数学春季系统班（周日18:00）	3月3日-6月23日 · 18:00-20:30	适合七年级 | 全国地区通用	999	72人报名  每30人分小班	https://www.yuanfudao.com/lessons/3081396.html	宿媛臻	https://www.yuanfudao.com/teachers/58666874/lesson?lessonId=3081396
高一语文春季系统班（周六18:30）	3月2日-6月22日 · 18:30-20:55	适合高一 | 全国地区通用	799	259人报名  每60人分小班	https://www.yuanfudao.com/lessons/3081430.html	刘薇	https://www.yuanfudao.com/teachers/84707930/lesson?lessonId=3081430
四年级猿编程L2系统班 第10期（周六晚）	6月1日-11月30日	适合四年级 | 全国地区通用	4099	6人报名	https://www.yuanfudao.com/lessons/3088744.html	待分配	https://www.yuanfudao.com/teachers/31739879/lesson?lessonId=3088744
【目标一本班】高三物理春季系统班（周六19:00）	3月2日-6月1日 · 19:00-21:00	适合高三 | 全国地区通用	499	201人报名  限报2000人	https://www.yuanfudao.com/lessons/3079156.html	李博	https://www.yuanfudao.com/teachers/74790032/lesson?lessonId=3079156
【英语能力发展班】五年级英语春季系统7班	3月6日-6月16日	适合五年级 | 全国地区通用	1650	24人报名  限报30人	https://www.yuanfudao.com/lessons/3081968.html	李政 孔辰	https://www.yuanfudao.com/teachers/116309724/lesson?lessonId=3081968
高二地理寒假系统班（寒1期19:00）	1月18日-1月25日 · 19:00-21:00	适合高二 | 全国地区通用	249	264人报名	https://www.yuanfudao.com/lessons/3079540.html	郎朗	https://www.yuanfudao.com/teachers/133061954/lesson?lessonId=3079540
【目标卓越班】初三数学春季系统班（周六14:00）	3月2日-6月8日 · 14:00-16:30	适合九年级 | 全国地区通用	999	67人报名  每30人分小班	https://www.yuanfudao.com/lessons/3081448.html	荣伟伟	https://www.yuanfudao.com/teachers/31830739/lesson?lessonId=3081448
【目标优等班】初二数学寒假系统班（寒2期09:00）	1月30日-2月13日 · 早09:00-11:20	适合八年级 | 全国地区通用	499	522人报名  每30人分小班	https://www.yuanfudao.com/lessons/3080798.html	张桐	https://www.yuanfudao.com/teachers/119826206/lesson?lessonId=3080798
高一地理春季系统班（非课改版·周六21:10）	3月2日-6月22日 · 21:10-23:35	适合高一 | 全国地区通用	799	223人报名  每60人分小班	https://www.yuanfudao.com/lessons/3079810.html	王伟	https://www.yuanfudao.com/teachers/95334604/lesson?lessonId=3079810
【目标985班】高二英语寒假系统班（寒3期21:30）	2月10日-2月17日 · 21:30-23:30	适合高二 | 全国地区通用	249	467人报名  限报2000人	https://www.yuanfudao.com/lessons/3080774.html	姜皓晨	https://www.yuanfudao.com/teachers/127007476/lesson?lessonId=3080774
【目标一本班】高二英语寒假系统班（寒3期19:00）	2月10日-2月17日 · 19:00-21:00	适合高二 | 全国地区通用	249	822人报名  限报2000人	https://www.yuanfudao.com/lessons/3080134.html	孟凡玉	https://www.yuanfudao.com/teachers/26663895/lesson?lessonId=3080134
五、六年级猿编程L1系统班 第11期（周六下午、周日早）	3月23日-5月12日	适合五年级 六年级 | 全国地区通用	1999	已报满或无信息	https://www.yuanfudao.com/lessons/3092046.html	待分配	https://www.yuanfudao.com/teachers/132638972/lesson?lessonId=3092046
高三地理寒假系统班（寒1期16:00）	1月18日-1月25日 · 16:00-18:00	适合高三 | 全国地区通用	249	140人报名	https://www.yuanfudao.com/lessons/3079554.html	王伟	https://www.yuanfudao.com/teachers/95334604/lesson?lessonId=3079554
【目标985班】高三文科数学寒假系统班（寒2期19:00）	1月27日-2月3日 · 19:00-21:00	适合高三 | 全国地区通用	249	2000人报名	https://www.yuanfudao.com/lessons/3079936.html	季然	https://www.yuanfudao.com/teachers/68215716/lesson?lessonId=3079936
【寒假重点突破】高三选择题突破	高三 · 2月9日-2月15日 · 55分钟/次 · 6次课	适合高三 | 全国地区通用	30	521人报名	https://www.yuanfudao.com/lessons/3100170.html	闫晶	https://www.yuanfudao.com/teachers/29917083/lesson?lessonId=3100170
【目标卓越班】初一英语春季系统班（周六09:00）	3月2日-6月22日 · 早9:00-11:20	适合七年级 | 全国地区通用	999	154人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079436.html	谭年年	https://www.yuanfudao.com/teachers/157201676/lesson?lessonId=3079436
【目标卓越班】初三英语春季系统班（周日14:00）	3月3日-6月9日 · 14:00-16:20	适合九年级 | 全国地区通用	999	117人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079480.html	夏天	https://www.yuanfudao.com/teachers/39692981/lesson?lessonId=3079480
【目标卓越班】初三英语春季系统班（周六14:00）	3月2日-6月8日 · 14:00-16:20	适合九年级 | 全国地区通用	999	178人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079474.html	夏天	https://www.yuanfudao.com/teachers/39692981/lesson?lessonId=3079474
【目标卓越班】初三物理寒假系统班（寒2期15:35）	1月30日-2月13日 · 15:35-17:55	适合九年级 | 全国地区通用	499	224人报名  每30人分小班	https://www.yuanfudao.com/lessons/3101924.html	马丽媛	https://www.yuanfudao.com/teachers/15586239/lesson?lessonId=3101924
【英语校内卓越班】六年级英语寒假系统6班	2月10日-2月17日	适合六年级 | 全国地区通用	700	31人报名	https://www.yuanfudao.com/lessons/3083408.html	刘佳 李张浩	https://www.yuanfudao.com/teachers/106425718/lesson?lessonId=3083408
【目标985班】高一英语寒假系统班（寒1期19:00）	1月19日-1月26日 · 19:00-21:25	适合高一 | 全国地区通用	399	791人报名	https://www.yuanfudao.com/lessons/3080180.html	斯琴	https://www.yuanfudao.com/teachers/14501569/lesson?lessonId=3080180
【一轮复习回顾】反应原理综合	高三 · 2月22日-2月28日 · 55分钟/次 · 4次课	适合高三 | 全国地区通用	20	124人报名	https://www.yuanfudao.com/lessons/3100032.html	冷道年	https://www.yuanfudao.com/teachers/162690364/lesson?lessonId=3100032
【目标985班】高三文科数学寒假系统班（寒3期21:30）	2月7日-2月14日 · 21:30-23:30	适合高三 | 全国地区通用	249	329人报名  限报2000人	https://www.yuanfudao.com/lessons/3099526.html	季然	https://www.yuanfudao.com/teachers/68215716/lesson?lessonId=3099526
【目标优等班】初二物理春季系统班（周日09:00）	3月3日-6月23日 · 早09:00-11:25	适合八年级 | 全国地区通用	999	77人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079754.html	李维维	https://www.yuanfudao.com/teachers/135856692/lesson?lessonId=3079754
【目标985班】高三物理寒假系统班（寒2期21:30）	1月27日-2月3日 · 21:30-23:30	适合高三 | 全国地区通用	249	2000人报名	https://www.yuanfudao.com/lessons/3079110.html	郑少龙	https://www.yuanfudao.com/teachers/35702341/lesson?lessonId=3079110
【目标985班】高三生物寒假系统班（寒1期·19:00）	1月18日-1月25日 · 19:00-21:00	适合高三 | 全国地区通用	249	479人报名	https://www.yuanfudao.com/lessons/3079456.html	赵顺子	https://www.yuanfudao.com/teachers/73497012/lesson?lessonId=3079456
初一语文寒假系统班（寒3期15:35）	2月16日-2月23日 · 15:35-17:55	适合七年级 | 全国地区通用	99	1433人报名  每50人分小班	https://www.yuanfudao.com/lessons/3079426.html	张一帆	https://www.yuanfudao.com/teachers/84911824/lesson?lessonId=3079426
初二语文寒假系统班（寒2期15:35）	1月30日-2月13日 · 15:35-17:55	适合八年级 | 全国地区通用	499	576人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079570.html	言博林	https://www.yuanfudao.com/teachers/62947520/lesson?lessonId=3079570
【英语校内卓越班】六年级英语寒假系统22班	1月26日-2月2日	适合六年级 | 全国地区通用	700	32人报名	https://www.yuanfudao.com/lessons/3090752.html	胡凌 曹静	https://www.yuanfudao.com/teachers/132636426/lesson?lessonId=3090752
【目标卓越班】初三物理寒假系统班（寒3期09:00）	2月16日-2月23日 · 早09:00-11:25	适合九年级 | 全国地区通用	499	346人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079180.html	吴去非	https://www.yuanfudao.com/teachers/35268287/lesson?lessonId=3079180
【目标优等班】初三化学寒假系统班（寒3期·13:00）	2月16日-2月23日 · 13:00-15:20	适合九年级 | 全国地区通用	499	172人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079234.html	刘旭	https://www.yuanfudao.com/teachers/33812137/lesson?lessonId=3079234
【目标985班】高二生物寒假系统班（寒2期·09:00）	1月27日-2月3日 · 早09:00-11:00	适合高二 | 全国地区通用	249	2000人报名	https://www.yuanfudao.com/lessons/3079362.html	张鹏	https://www.yuanfudao.com/teachers/69819438/lesson?lessonId=3079362
【目标清北班】高三生物春季系统班（周日09:00）	3月3日-6月2日 · 早09:00-11:00	适合高三 | 全国地区通用	499	621人报名  限报2000人	https://www.yuanfudao.com/lessons/3079796.html	路菲	https://www.yuanfudao.com/teachers/71833786/lesson?lessonId=3079796
初二语文寒假系统班（寒1期09:00）	1月19日-1月26日 · 早09:00-11:20	适合八年级 | 全国地区通用	499	334人报名	https://www.yuanfudao.com/lessons/3079566.html	张一帆	https://www.yuanfudao.com/teachers/84911824/lesson?lessonId=3079566
【目标卓越班】初三化学寒假系统班（寒1期·09:00）	1月19日-1月26日 · 早09:00-11:20	适合九年级 | 全国地区通用	499	247人报名	https://www.yuanfudao.com/lessons/3079216.html	崔丽丽	https://www.yuanfudao.com/teachers/67547298/lesson?lessonId=3079216
五、六年级猿编程L1系统班 第10期（周日晚）	2月17日-5月19日	适合五年级 六年级 | 全国地区通用	1999	20人报名	https://www.yuanfudao.com/lessons/3088728.html	崔丹阳	https://www.yuanfudao.com/teachers/147590008/lesson?lessonId=3088728
【目标卓越班】初二物理春季系统班（周六09:00）	3月2日-6月22日 · 早09:00-11:25	适合八年级 | 全国地区通用	999	235人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079592.html	马丽媛	https://www.yuanfudao.com/teachers/15586239/lesson?lessonId=3079592
高二语文寒假系统班（寒1期21:30）	1月18日-1月25日 · 21:30-23:30	适合高二 | 全国地区通用	249	117人报名	https://www.yuanfudao.com/lessons/3081252.html	赵占坤	https://www.yuanfudao.com/teachers/141608770/lesson?lessonId=3081252
【英语能力发展班】二年级寒假英语系统31班	1月26日-2月2日	适合二年级 | 全国地区通用	700	21人报名	https://www.yuanfudao.com/lessons/3099644.html	方媛媛 黄倩	https://www.yuanfudao.com/teachers/112914372/lesson?lessonId=3099644
【目标985班】高三化学春季系统班（周六21:30）	3月2日-6月1日 · 21:30-23:30	适合高三 | 全国地区通用	499	4人报名  限报2000人	https://www.yuanfudao.com/lessons/3085884.html	冷道年	https://www.yuanfudao.com/teachers/162690364/lesson?lessonId=3085884
【目标985班】高三英语寒假系统班（寒2期19:00）	1月27日-2月3日 · 19:00-21:00	适合高三 | 全国地区通用	249	2000人报名	https://www.yuanfudao.com/lessons/3080164.html	斯琴	https://www.yuanfudao.com/teachers/14501569/lesson?lessonId=3080164
【目标985班】高二生物春季系统班（周六19:00）	3月2日-6月15日 · 19:00-21:00	适合高二 | 全国地区通用	499	1159人报名  限报2000人	https://www.yuanfudao.com/lessons/3079726.html	张鹏	https://www.yuanfudao.com/teachers/69819438/lesson?lessonId=3079726
【英语能力发展班】二年级英语春季系统15班	3月5日-6月16日	适合二年级 | 全国地区通用	1650	34人报名	https://www.yuanfudao.com/lessons/3083430.html	胡钰 刘冶	https://www.yuanfudao.com/teachers/127049892/lesson?lessonId=3083430
四年级猿编程L1系统班 第7期（周六早）	11月10日-3月16日	适合四年级 | 全国地区通用	1999	6人报名	https://www.yuanfudao.com/lessons/3080548.html	单建昌	https://www.yuanfudao.com/teachers/81605852/lesson?lessonId=3080548
【英语能力发展班】三年级英语春季系统1班	3月7日-6月15日	适合三年级 | 全国地区通用	1650	16人报名  限报30人	https://www.yuanfudao.com/lessons/3080776.html	杨雅竹 惠盼	https://www.yuanfudao.com/teachers/154272098/lesson?lessonId=3080776
【目标卓越班】初三英语寒假系统班（寒1期13:00）	1月19日-1月26日 · 13:00-15:20	适合九年级 | 全国地区通用	499	308人报名	https://www.yuanfudao.com/lessons/3079404.html	夏天	https://www.yuanfudao.com/teachers/39692981/lesson?lessonId=3079404
【目标卓越班】初三化学寒假系统班（寒1期·13:00）	1月19日-1月26日 · 13:00-15:20	适合九年级 | 全国地区通用	499	596人报名	https://www.yuanfudao.com/lessons/3079218.html	冯雪	https://www.yuanfudao.com/teachers/79684458/lesson?lessonId=3079218
【目标985班】高一英语寒假系统班（寒1期09:00）	1月19日-1月26日 · 早09:00-11:25	适合高一 | 全国地区通用	399	681人报名	https://www.yuanfudao.com/lessons/3080178.html	崔妍	https://www.yuanfudao.com/teachers/111857828/lesson?lessonId=3080178
【英语能力起航班】三年级英语春季系统2班	3月6日-6月16日	适合三年级 | 全国地区通用	1650	30人报名  限报31人	https://www.yuanfudao.com/lessons/3080500.html	张丽丽 高一倩K…	https://www.yuanfudao.com/teachers/129076440/lesson?lessonId=3080500
【目标985班】高三理科数学寒假系统班（寒1期19:00）	1月18日-1月25日 · 19:00-21:00	适合高三 | 全国地区通用	249	1467人报名	https://www.yuanfudao.com/lessons/3079896.html	胡杰	https://www.yuanfudao.com/teachers/5520747/lesson?lessonId=3079896
【实验班】初三化学春季系统班（周五18:00）	3月1日-6月7日 · 18:00-20:30	适合九年级 | 全国地区通用	999	377人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079336.html	刘旭	https://www.yuanfudao.com/teachers/33812137/lesson?lessonId=3079336
高二历史春季系统班（周日09:00）	3月3日-6月16日 · 早09:00-11:00	适合高二 | 全国地区通用	499	152人报名  限报2000人	https://www.yuanfudao.com/lessons/3079818.html	唐浩	https://www.yuanfudao.com/teachers/119822784/lesson?lessonId=3079818
高三政治春季系统班（周五21:30）	3月1日-5月31日 · 21:30-23:30	适合高三 | 全国地区通用	499	272人报名  限报2000人	https://www.yuanfudao.com/lessons/3079824.html	刘佳彬	https://www.yuanfudao.com/teachers/61535188/lesson?lessonId=3079824
【实验班】初三物理春季系统班（周日14:00）	3月3日-6月9日 · 14:00-16:00	适合九年级 | 全国地区通用	999	348人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079214.html	张艳	https://www.yuanfudao.com/teachers/79894934/lesson?lessonId=3079214
【目标985班】高一数学春季系统班（课改版·周六21:10）	3月2日-6月22日 · 21:10-23:35	适合高一 | 全国地区通用	799	580人报名  每60人分小班	https://www.yuanfudao.com/lessons/3080526.html	梁悦	https://www.yuanfudao.com/teachers/76667252/lesson?lessonId=3080526
【英语校内卓越班】六年级英语寒假系统9班	2月10日-2月17日	适合六年级 | 全国地区通用	700	32人报名	https://www.yuanfudao.com/lessons/3085488.html	刘佳 王佳瑶	https://www.yuanfudao.com/teachers/106425718/lesson?lessonId=3085488
【目标卓越班】初二英语寒假系统班（寒1期13:00）	1月19日-1月26日 · 13:00-15:20	适合八年级 | 全国地区通用	499	141人报名	https://www.yuanfudao.com/lessons/3079384.html	鲁斯佳	https://www.yuanfudao.com/teachers/48452709/lesson?lessonId=3079384
【英语能力强化班】一年级英语寒假系统29班	1月26日-2月2日	适合一年级 | 全国地区通用	700	30人报名	https://www.yuanfudao.com/lessons/3093780.html	邢宇琪 刘丽君	https://www.yuanfudao.com/teachers/121825876/lesson?lessonId=3093780
【英语能力发展班】四年级英语春季系统1班	3月5日-6月16日	适合四年级 | 全国地区通用	1650	15人报名  限报31人	https://www.yuanfudao.com/lessons/3080418.html	顾玉立 马文婧	https://www.yuanfudao.com/teachers/167652052/lesson?lessonId=3080418
【目标一本班】高三物理寒假系统班（寒3期21:30）	2月7日-2月14日 · 21:30-23:30	适合高三 | 全国地区通用	249	345人报名  限报2000人	https://www.yuanfudao.com/lessons/3079060.html	李博	https://www.yuanfudao.com/teachers/74790032/lesson?lessonId=3079060
【目标985班】高一物理寒假系统班（课改版·寒1期13:00）	1月19日-1月26日 · 13:00-15:25	适合高一 | 全国地区通用	399	351人报名	https://www.yuanfudao.com/lessons/3079192.html	梁冰	https://www.yuanfudao.com/teachers/56696200/lesson?lessonId=3079192
【目标卓越班】初三英语寒假系统班（寒1期09:00）	1月19日-1月26日 · 早9:00-11:20	适合九年级 | 全国地区通用	499	749人报名	https://www.yuanfudao.com/lessons/3079402.html	夏天	https://www.yuanfudao.com/teachers/39692981/lesson?lessonId=3079402
【目标卓越班】初三物理春季系统班（周日09:00）	3月3日-6月9日 · 早09:00-11:25	适合九年级 | 全国地区通用	999	807人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079306.html	马丽媛	https://www.yuanfudao.com/teachers/15586239/lesson?lessonId=3079306
【目标985班】高一化学春季系统班（课改版·周六21:10）	3月2日-6月22日 · 21:10-23:35	适合高一 | 全国地区通用	799	411人报名  每60人分小班	https://www.yuanfudao.com/lessons/3079520.html	张明燃	https://www.yuanfudao.com/teachers/37015377/lesson?lessonId=3079520
【目标卓越班】初三化学寒假系统班（寒2期·09:00）	1月30日-2月13日 · 早09:00-11:20	适合九年级 | 全国地区通用	499	916人报名  每30人分小班	https://www.yuanfudao.com/lessons/3079222.html	张成	https://www.yuanfudao.com/teachers/46929809/lesson?lessonId=3079222
【目标985班】高三理科数学春季系统班（周日09:00）	3月3日-6月2日 · 早09:00-11:00	适合高三 | 全国地区通用	499	950人报名  限报2000人	https://www.yuanfudao.com/lessons/3080948.html	胡杰	https://www.yuanfudao.com/teachers/5520747/lesson?lessonId=3080948
高三历史寒假系统班（寒2期13:00）	1月27日-2月3日 · 13:00-15:00	适合高三 | 全国地区通用	249	240人报名  限报2000人	https://www.yuanfudao.com/lessons/3079780.html	郭娟娟	https://www.yuanfudao.com/teachers/57305206/lesson?lessonId=3079780
五、六年级猿编程L2系统班 第9期（周日下午）	5月12日-11月17日	适合五年级 六年级 | 全国地区通用	4099	10人报名	https://www.yuanfudao.com/lessons/3083800.html	待分配	https://www.yuanfudao.com/teachers/132638972/lesson?lessonId=3083800
【英语校内卓越班】六年级英语春季系统1班	3月6日-6月15日	适合六年级 | 全国地区通用	1650	30人报名	https://www.yuanfudao.com/lessons/3080636.html	刘佳 李张浩	https://www.yuanfudao.com/teachers/106425718/lesson?lessonId=3080636
【目标985班】高三文科数学春季系统班（周六19:00）	3月2日-6月1日 · 19:00-21:00	适合高三 | 全国地区通用	499	126人报名  限报2000人	https://www.yuanfudao.com/lessons/3081020.html	韩乾	https://www.yuanfudao.com/teachers/85608340/lesson?lessonId=3081020
【目标985班】高一生物春季系统班（周五21:00）	3月1日-6月21日 · 21:00-23:25	适合高一 | 全国地区通用	799	425人报名  每60人分小班	https://www.yuanfudao.com/lessons/3079974.html	李安德	https://www.yuanfudao.com/teachers/50170093/lesson?lessonId=3079974
四年级猿编程L2系统班 第7期（周六晚）	3月30日-10月19日	适合四年级 | 全国地区通用	4099	24人报名	https://www.yuanfudao.com/lessons/3080560.html	待分配	https://www.yuanfudao.com/teachers/88310372/lesson?lessonId=3080560
【英语能力强化班】四年级英语寒假系统3班	2月19日-2月26日	适合四年级 | 全国地区通用	700	30人报名  限报32人	https://www.yuanfudao.com/lessons/3083960.html	王云飞 樊欣然	https://www.yuanfudao.com/teachers/126444164/lesson?lessonId=3083960
【英语能力起航班】六年级英语春季系统6班	3月5日-6月15日	适合六年级 | 全国地区通用	1650	20人报名  限报30人	https://www.yuanfudao.com/lessons/3084000.html	肖凡 吴向容	https://www.yuanfudao.com/teachers/143276952/lesson?lessonId=3084000
五、六年级猿编程L2系统班 第9期（周六晚）	5月11日-11月16日	适合五年级 六年级 | 全国地区通用	4099	19人报名	https://www.yuanfudao.com/lessons/3083802.html	待分配	https://www.yuanfudao.com/teachers/90173878/lesson?lessonId=3083802
【英语能力起航班】三年级英语春季系统27班	3月7日-6月16日	适合三年级 | 全国地区通用	1650	31人报名	https://www.yuanfudao.com/lessons/3093550.html	郭盼 李玉玲	https://www.yuanfudao.com/teachers/125429792/lesson?lessonId=3093550
五、六年级猿编程L2系统班 第11期（周四晚、周日晚）	5月23日-8月18日	适合五年级 六年级 | 全国地区通用	4099	已报满或无信息	https://www.yuanfudao.com/lessons/3092596.html	待分配	https://www.yuanfudao.com/teachers/90173878/lesson?lessonId=3092596
【实验班】初一数学寒假系统班（寒3期09:00）	2月16日-2月23日 · 早09:00-11:20	适合七年级 | 全国地区通用	99	338人报名  每50人分小班	https://www.yuanfudao.com/lessons/3081158.html	荣伟伟	https://www.yuanfudao.com/teachers/31830739/lesson?lessonId=3081158
【英语校内卓越班】四年级英语春季系统4班	3月6日-6月16日	适合四年级 | 全国地区通用	1650	27人报名  限报30人	https://www.yuanfudao.com/lessons/3080544.html	吴惠娟 齐少青	https://www.yuanfudao.com/teachers/128979138/lesson?lessonId=3080544
【目标985班】高三英语寒假系统班（寒2期13:00）	1月27日-2月3日 · 13:00-15:00	适合高三 | 全国地区通用	249	996人报名  限报2000人	https://www.yuanfudao.com/lessons/3080160.html	靳婧	https://www.yuanfudao.com/teachers/50827463/lesson?lessonId=3080160
【目标卓越班】初二英语寒假系统班（寒1期18:10）	1月19日-1月26日 · 18:10-20:30	适合八年级 | 全国地区通用	499	356人报名	https://www.yuanfudao.com/lessons/3079388.html	闵佳琳	https://www.yuanfudao.com/teachers/48581779/lesson?lessonId=3079388
